Place Name,Safety Rating (5.0),Lighting,Lighting Score,Police Presence,Emergency Services (m),Crime Beat ID,Crowd Density,Overall Status
Ambattur Zone-85,3.6,Moderate,99%,No,914m,CHN0320,Medium,Moderate
Royapuram Zone-20,3.5,Good,73%,No,986m,CHN0321,High,Moderate
Kilpauk Zone-56,2.9,Good,100%,Yes,1063m,CHN0322,Medium,Unsafe
Thirumullaivoyal Zone-49,3.9,Good,83%,No,344m,CHN0323,Medium,Moderate
Kotturpuram Zone-14,3.6,Moderate,72%,Yes,1924m,CHN0324,High,Moderate
Parrys Zone-37,4.0,Poor,83%,Yes,662m,CHN0325,Low,Moderate
Teynampet Zone-46,3.0,Moderate,73%,Yes,785m,CHN0326,High,Unsafe
Ambattur Zone-11,4.7,Good,90%,Yes,420m,CHN0327,Medium,Safe
Poonamallee Zone-56,3.6,Moderate,67%,Yes,1255m,CHN0328,Medium,Moderate
Royapuram Zone-4,4.0,Poor,100%,No,802m,CHN0329,Medium,Moderate
Nungambakkam Zone-40,2.8,Moderate,88%,No,1289m,CHN0330,Medium,Unsafe
Mogappair Zone-69,3.7,Good,63%,Yes,1380m,CHN0331,High,Moderate
Ambattur Zone-100,3.4,Poor,71%,No,994m,CHN0332,High,Moderate
Aminjikarai Zone-39,5.0,Moderate,100%,No,736m,CHN0333,Low,Safe
Kilpauk Zone-53,5.0,Good,87%,Yes,599m,CHN0334,Low,Safe
T Nagar Zone-32,2.6,Poor,64%,No,734m,CHN0335,Medium,Unsafe
Thoraipakkam Zone-92,3.2,Poor,83%,No,1664m,CHN0336,Low,Moderate
Aminjikarai Zone-58,2.5,Good,66%,Yes,604m,CHN0337,Medium,Unsafe
Maduravoyal Zone-32,3.6,Moderate,97%,No,1317m,CHN0338,Low,Moderate
Tambaram Zone-70,2.6,Poor,68%,Yes,1247m,CHN0339,Medium,Unsafe
George Town Zone-29,4.7,Good,84%,Yes,1956m,CHN0340,Low,Safe
Adyar Zone-93,4.6,Good,77%,Yes,497m,CHN0341,High,Safe
Porur Zone-8,3.9,Good,97%,No,896m,CHN0342,Low,Moderate
Avadi Zone-50,4.0,Moderate,93%,Yes,257m,CHN0343,Low,Moderate
Royapettah Zone-62,3.0,Poor,70%,No,784m,CHN0344,High,Unsafe
Avadi Zone-71,3.0,Moderate,76%,No,849m,CHN0345,High,Unsafe
Anna Nagar Zone-85,3.1,Poor,88%,Yes,510m,CHN0346,Medium,Unsafe
Aminjikarai Zone-84,5.0,Poor,73%,No,1583m,CHN0347,High,Safe
Thoraipakkam Zone-75,3.2,Moderate,67%,No,1151m,CHN0348,Medium,Moderate
Thousand Lights Zone-71,2.6,Poor,90%,No,1383m,CHN0349,Medium,Unsafe
Vadapalani Zone-95,3.6,Moderate,95%,Yes,1831m,CHN0350,Low,Moderate
Mogappair Zone-49,2.5,Good,63%,No,550m,CHN0351,Medium,Unsafe
Parrys Zone-36,4.4,Moderate,68%,Yes,758m,CHN0352,High,Safe
Sholinganallur Zone-81,2.6,Good,87%,No,1840m,CHN0353,Low,Unsafe
Thiruvanmiyur Zone-45,3.0,Good,90%,No,1378m,CHN0354,Medium,Unsafe
Mylapore Zone-66,4.5,Poor,60%,No,1093m,CHN0355,High,Safe
Teynampet Zone-20,2.7,Good,92%,No,1611m,CHN0356,High,Unsafe
Manapakkam Zone-18,3.6,Good,86%,Yes,1387m,CHN0357,High,Moderate
Velachery East Zone-5,3.8,Moderate,89%,No,1367m,CHN0358,Low,Moderate
Velachery Zone-82,4.6,Good,82%,No,434m,CHN0359,Medium,Safe
Thiruvanmiyur Zone-64,3.6,Moderate,81%,Yes,1540m,CHN0360,High,Moderate
Kodambakkam Zone-42,3.6,Good,63%,Yes,523m,CHN0361,High,Moderate
Ashok Nagar Zone-97,4.7,Good,65%,Yes,1451m,CHN0362,Low,Safe
Thoraipakkam Zone-69,3.1,Good,94%,Yes,1106m,CHN0363,High,Unsafe
Porur Zone-28,3.2,Moderate,87%,No,1715m,CHN0364,Low,Moderate
Tambaram Zone-57,3.0,Moderate,89%,No,773m,CHN0365,Medium,Unsafe
Pallavaram Zone-25,2.6,Moderate,69%,Yes,1559m,CHN0366,Medium,Unsafe
Pallavaram Zone-99,3.0,Moderate,100%,No,1590m,CHN0367,Low,Unsafe
Velachery West Zone-17,4.3,Poor,69%,Yes,292m,CHN0368,Low,Safe
Kotturpuram Zone-34,2.6,Poor,76%,No,1854m,CHN0369,High,Unsafe
George Town Zone-46,4.9,Good,88%,No,1582m,CHN0370,Low,Safe
Guindy Zone-74,4.6,Poor,71%,Yes,1974m,CHN0371,Low,Safe
Thirumullaivoyal Zone-27,3.5,Moderate,70%,Yes,581m,CHN0372,High,Moderate
Thirumullaivoyal Zone-63,3.4,Good,69%,Yes,996m,CHN0373,High,Moderate
Poonamallee Zone-19,3.0,Poor,68%,Yes,1886m,CHN0374,Medium,Unsafe
Sholinganallur Zone-91,3.2,Moderate,75%,Yes,898m,CHN0375,Medium,Moderate
Pallavaram Zone-74,4.5,Good,84%,Yes,1907m,CHN0376,High,Safe
Ayanavaram Zone-63,4.8,Poor,71%,Yes,426m,CHN0377,Medium,Safe
Nungambakkam Zone-35,2.6,Moderate,82%,Yes,726m,CHN0378,Medium,Unsafe
Porur Zone-55,2.6,Good,68%,Yes,613m,CHN0379,High,Unsafe
Washermanpet Zone-93,3.4,Moderate,78%,No,657m,CHN0380,Low,Moderate
Parrys Zone-22,4.9,Poor,65%,Yes,1310m,CHN0381,Low,Safe
Adyar Zone-29,4.7,Good,62%,Yes,1282m,CHN0382,Medium,Safe
Royapettah Zone-70,3.5,Moderate,72%,Yes,295m,CHN0383,High,Moderate
Mogappair Zone-9,4.5,Poor,77%,No,540m,CHN0384,Medium,Safe
Thoraipakkam Zone-15,3.3,Moderate,88%,No,1032m,CHN0385,High,Moderate
Tambaram Zone-31,3.3,Poor,88%,No,258m,CHN0386,Low,Moderate
T Nagar Zone-34,3.2,Good,77%,Yes,264m,CHN0387,Medium,Moderate
Maduravoyal Zone-60,2.5,Poor,65%,No,1693m,CHN0388,Low,Unsafe
Perungudi Zone-89,2.8,Good,86%,No,1638m,CHN0389,High,Unsafe
George Town Zone-25,4.6,Good,65%,No,1057m,CHN0390,Medium,Safe
Royapettah Zone-47,4.8,Good,72%,Yes,217m,CHN0391,Medium,Safe
Thousand Lights Zone-24,4.9,Good,72%,No,1590m,CHN0392,High,Safe
Tambaram Zone-77,3.1,Poor,75%,No,1121m,CHN0393,Low,Unsafe
Perambur Zone-64,4.3,Moderate,61%,No,415m,CHN0394,Medium,Safe
Maduravoyal Zone-31,4.0,Good,66%,Yes,1599m,CHN0395,Low,Moderate
Velachery West Zone-40,2.7,Moderate,67%,Yes,1569m,CHN0396,High,Unsafe
Mogappair Zone-37,3.6,Good,98%,Yes,1860m,CHN0397,Medium,Moderate
Washermanpet Zone-23,3.3,Poor,65%,Yes,923m,CHN0398,High,Moderate
Vadapalani Zone-55,3.0,Good,69%,Yes,1715m,CHN0399,Low,Unsafe
Parrys Zone-9,2.9,Poor,89%,No,1339m,CHN0400,Medium,Unsafe
Maduravoyal Zone-48,4.3,Good,72%,Yes,950m,CHN0401,High,Safe
Thiruvottriyur Zone-87,4.8,Moderate,83%,No,1426m,CHN0402,Medium,Safe
Adyar Zone-98,2.8,Poor,76%,No,919m,CHN0403,High,Unsafe
Poonamallee Zone-93,2.8,Poor,72%,Yes,1925m,CHN0404,Medium,Unsafe
Anna Nagar Zone-82,4.5,Poor,98%,Yes,829m,CHN0405,High,Safe
Kottivakkam Zone-63,2.6,Moderate,77%,Yes,1380m,CHN0406,Low,Unsafe
Medavakkam Zone-56,4.4,Poor,78%,Yes,1920m,CHN0407,Medium,Safe
Mylapore Zone-57,2.8,Moderate,94%,No,756m,CHN0408,Medium,Unsafe
Pallikaranai Zone-56,3.5,Good,80%,No,639m,CHN0409,Medium,Moderate
Ayanavaram Zone-77,3.3,Good,66%,Yes,810m,CHN0410,Medium,Moderate
Thiruvottriyur Zone-70,2.9,Moderate,81%,Yes,1945m,CHN0411,Medium,Unsafe
Velachery West Zone-90,4.2,Poor,76%,No,1913m,CHN0412,High,Safe
Kottivakkam Zone-62,3.7,Poor,89%,Yes,1360m,CHN0413,High,Moderate
Royapettah Zone-41,3.2,Poor,60%,Yes,1496m,CHN0414,Medium,Moderate
Mogappair Zone-52,3.7,Poor,82%,Yes,1439m,CHN0415,Medium,Moderate
Ambattur Zone-44,3.2,Poor,69%,No,1914m,CHN0416,Medium,Moderate
Poonamallee Zone-84,3.8,Good,74%,Yes,1069m,CHN0417,Low,Moderate
Perungudi Zone-82,3.9,Good,92%,No,551m,CHN0418,Low,Moderate
Maduravoyal Zone-13,3.7,Poor,86%,No,1329m,CHN0419,Medium,Moderate
Medavakkam Zone-62,2.5,Poor,73%,No,269m,CHN0420,Low,Unsafe
Kilpauk Zone-97,3.9,Poor,86%,Yes,940m,CHN0421,Low,Moderate
Pallavaram Zone-74,2.9,Good,71%,No,1648m,CHN0422,Low,Unsafe
Aminjikarai Zone-58,3.6,Good,89%,No,713m,CHN0423,High,Moderate
Parrys Zone-62,3.0,Moderate,66%,No,1055m,CHN0424,Medium,Unsafe
Perungudi Zone-38,3.0,Poor,71%,No,885m,CHN0425,Low,Unsafe
Sholinganallur Zone-45,2.8,Poor,78%,Yes,638m,CHN0426,Low,Unsafe
Royapettah Zone-6,4.2,Moderate,100%,No,1820m,CHN0427,High,Safe
Guindy Zone-21,3.2,Poor,93%,No,1289m,CHN0428,Medium,Moderate
Velachery West Zone-88,3.3,Good,96%,No,736m,CHN0429,Medium,Moderate
Velachery West Zone-68,4.2,Good,71%,No,1617m,CHN0430,Low,Safe
Thoraipakkam Zone-26,3.0,Moderate,77%,Yes,1615m,CHN0431,Low,Unsafe
Sholinganallur Zone-78,3.0,Poor,78%,No,1679m,CHN0432,Low,Unsafe
Thirumullaivoyal Zone-2,4.2,Good,64%,No,358m,CHN0433,Medium,Safe
Thoraipakkam Zone-17,4.2,Poor,61%,No,221m,CHN0434,High,Safe
Poonamallee Zone-41,2.6,Poor,85%,Yes,270m,CHN0435,Medium,Unsafe
Thirumullaivoyal Zone-12,4.3,Moderate,63%,No,830m,CHN0436,Medium,Safe
Nungambakkam Zone-16,4.2,Good,81%,Yes,1392m,CHN0437,High,Safe
Chromepet Zone-41,3.0,Moderate,60%,Yes,1360m,CHN0438,Low,Unsafe
Parrys Zone-8,4.9,Good,75%,Yes,1947m,CHN0439,Low,Safe
Kotturpuram Zone-7,4.4,Good,98%,Yes,1467m,CHN0440,Medium,Safe
Tambaram Zone-85,3.7,Poor,78%,Yes,1318m,CHN0441,Medium,Moderate
Thiruvanmiyur Zone-1,2.9,Poor,74%,No,1169m,CHN0442,Low,Unsafe
Saidapet Zone-76,2.8,Moderate,99%,Yes,388m,CHN0443,High,Unsafe
Thoraipakkam Zone-89,4.1,Poor,86%,Yes,320m,CHN0444,Low,Moderate
Kodambakkam Zone-69,3.3,Good,84%,No,1747m,CHN0445,Medium,Moderate
Vepery Zone-5,3.0,Good,69%,Yes,1356m,CHN0446,Medium,Unsafe
T Nagar Zone-86,4.3,Moderate,92%,No,360m,CHN0447,Medium,Safe
Guindy Zone-77,2.6,Moderate,88%,No,1004m,CHN0448,High,Unsafe
Tambaram Zone-7,2.7,Good,72%,No,963m,CHN0449,Low,Unsafe
Villivakkam Zone-72,3.0,Good,73%,No,840m,CHN0450,Medium,Unsafe
Nungambakkam Zone-26,4.5,Good,92%,Yes,965m,CHN0451,Low,Safe
Velachery West Zone-42,3.6,Good,99%,Yes,1767m,CHN0452,High,Moderate
Pallikaranai Zone-78,3.0,Moderate,74%,Yes,560m,CHN0453,Medium,Unsafe
Tambaram Zone-7,3.1,Good,68%,Yes,1240m,CHN0454,Medium,Unsafe
Thiruvanmiyur Zone-36,3.9,Poor,100%,No,1416m,CHN0455,Medium,Moderate
Saidapet Zone-81,4.1,Good,88%,Yes,1474m,CHN0456,Low,Moderate
George Town Zone-34,3.1,Good,61%,No,432m,CHN0457,High,Unsafe
Ayanavaram Zone-84,2.7,Poor,78%,No,1189m,CHN0458,High,Unsafe
Royapettah Zone-68,4.8,Poor,99%,Yes,618m,CHN0459,High,Safe
Perambur Zone-54,2.7,Poor,69%,No,280m,CHN0460,High,Unsafe
Guindy Zone-68,5.0,Moderate,95%,Yes,236m,CHN0461,Medium,Safe
Pallavaram Zone-88,3.3,Poor,100%,Yes,1519m,CHN0462,High,Moderate
Velachery West Zone-97,3.9,Moderate,68%,No,1699m,CHN0463,High,Moderate
Washermanpet Zone-45,2.9,Moderate,67%,No,1073m,CHN0464,Low,Unsafe
Royapuram Zone-47,3.0,Good,75%,Yes,225m,CHN0465,Medium,Unsafe
Thousand Lights Zone-85,3.2,Good,88%,Yes,1181m,CHN0466,High,Moderate
Tambaram Zone-40,3.5,Good,96%,No,247m,CHN0467,High,Moderate
Perungudi Zone-88,3.1,Good,97%,Yes,1549m,CHN0468,Low,Unsafe
Thiruvanmiyur Zone-66,2.6,Good,97%,No,435m,CHN0469,Medium,Unsafe
Tambaram Zone-12,4.6,Poor,61%,No,311m,CHN0470,High,Safe
Washermanpet Zone-47,3.7,Good,88%,Yes,577m,CHN0471,Medium,Moderate
Thousand Lights Zone-84,4.5,Good,73%,No,223m,CHN0472,Medium,Safe
T Nagar Zone-29,3.8,Good,99%,No,779m,CHN0473,High,Moderate
Alwarpet Zone-4,4.8,Poor,73%,Yes,1869m,CHN0474,Medium,Safe
Porur Zone-39,4.9,Good,63%,No,1739m,CHN0475,Low,Safe
Ambattur Zone-11,3.9,Good,77%,Yes,1411m,CHN0476,Low,Moderate
Egmore Zone-16,2.5,Poor,97%,No,1778m,CHN0477,High,Unsafe
Ayanavaram Zone-38,2.5,Moderate,75%,Yes,1883m,CHN0478,Low,Unsafe
George Town Zone-39,3.7,Moderate,75%,No,755m,CHN0479,High,Moderate
Mogappair Zone-36,3.3,Poor,78%,Yes,1633m,CHN0480,Low,Moderate
Washermanpet Zone-23,4.0,Moderate,93%,Yes,1547m,CHN0481,Medium,Moderate
Aminjikarai Zone-11,3.1,Good,79%,Yes,218m,CHN0482,Low,Unsafe
Royapuram Zone-53,4.9,Poor,85%,Yes,978m,CHN0483,High,Safe
Chromepet Zone-18,3.0,Good,94%,No,1614m,CHN0484,High,Unsafe
Thiruvottriyur Zone-22,2.8,Good,70%,No,794m,CHN0485,High,Unsafe
Velachery East Zone-95,4.8,Poor,70%,Yes,1647m,CHN0486,High,Safe
Kodambakkam Zone-50,3.3,Good,71%,No,1595m,CHN0487,Low,Moderate
Perungudi Zone-23,2.8,Poor,66%,No,288m,CHN0488,High,Unsafe
Villivakkam Zone-19,4.0,Poor,73%,Yes,393m,CHN0489,High,Moderate
Sholinganallur Zone-26,3.9,Moderate,97%,No,1185m,CHN0490,Medium,Moderate
Alwarpet Zone-99,3.5,Moderate,67%,Yes,325m,CHN0491,Low,Moderate
Washermanpet Zone-12,4.2,Poor,71%,Yes,477m,CHN0492,Medium,Safe
Tambaram Zone-3,4.4,Poor,66%,Yes,1281m,CHN0493,Low,Safe
Porur Zone-73,4.8,Good,68%,No,1284m,CHN0494,Medium,Safe
Mylapore Zone-96,3.5,Good,68%,No,996m,CHN0495,Medium,Moderate
Ambattur Zone-57,4.9,Poor,95%,Yes,617m,CHN0496,High,Safe
Porur Zone-88,3.0,Moderate,73%,No,506m,CHN0497,Low,Unsafe
Egmore Zone-57,4.5,Moderate,90%,Yes,1407m,CHN0498,Low,Safe
Kottivakkam Zone-28,4.3,Moderate,82%,No,422m,CHN0499,Medium,Safe
Thiruvottriyur Zone-42,3.5,Moderate,64%,No,555m,CHN0500,Medium,Moderate
Ashok Nagar Zone-13,2.6,Good,99%,Yes,754m,CHN0501,High,Unsafe
Thousand Lights Zone-70,4.9,Good,68%,No,1262m,CHN0502,High,Safe
Pallikaranai Zone-6,4.5,Good,67%,Yes,1331m,CHN0503,Medium,Safe
Thoraipakkam Zone-1,4.9,Moderate,91%,Yes,1978m,CHN0504,High,Safe
Royapuram Zone-89,4.9,Poor,91%,Yes,292m,CHN0505,Medium,Safe
Kottivakkam Zone-73,2.9,Poor,79%,Yes,1597m,CHN0506,Medium,Unsafe
George Town Zone-93,3.3,Good,81%,Yes,1185m,CHN0507,Medium,Moderate
Perambur Zone-51,3.3,Poor,61%,No,1190m,CHN0508,Medium,Moderate
Teynampet Zone-92,4.4,Moderate,70%,No,292m,CHN0509,Medium,Safe
Teynampet Zone-49,3.3,Poor,73%,Yes,1031m,CHN0510,Low,Moderate
Thiruvottriyur Zone-62,3.1,Moderate,77%,No,1488m,CHN0511,Low,Unsafe
Manapakkam Zone-66,2.9,Moderate,83%,Yes,1753m,CHN0512,Low,Unsafe
Thirumullaivoyal Zone-92,2.7,Poor,61%,Yes,1847m,CHN0513,Low,Unsafe
Washermanpet Zone-100,4.8,Moderate,70%,No,1131m,CHN0514,Medium,Safe
Porur Zone-72,4.3,Moderate,79%,Yes,496m,CHN0515,Low,Safe
Parrys Zone-7,2.6,Good,83%,Yes,1743m,CHN0516,High,Unsafe
Kilpauk Zone-69,4.3,Good,92%,No,340m,CHN0517,High,Safe
Kilpauk Zone-36,2.8,Moderate,66%,No,1408m,CHN0518,High,Unsafe
Kilpauk Zone-53,4.1,Moderate,63%,No,1340m,CHN0519,Low,Moderate
Royapuram Zone-8,3.0,Poor,71%,No,1396m,CHN0520,Medium,Unsafe
Vandalur Zone-19,3.6,Good,91%,No,714m,CHN0521,High,Moderate
Saidapet Zone-32,4.7,Moderate,69%,Yes,1645m,CHN0522,Low,Safe
T Nagar Zone-96,3.9,Poor,95%,Yes,1984m,CHN0523,Low,Moderate
Chromepet Zone-95,4.7,Moderate,67%,Yes,1571m,CHN0524,High,Safe
Mogappair Zone-45,4.8,Poor,82%,No,484m,CHN0525,Low,Safe
Guindy Zone-38,3.6,Good,84%,Yes,1937m,CHN0526,Medium,Moderate
Thiruvanmiyur Zone-41,3.1,Moderate,75%,Yes,1895m,CHN0527,Medium,Unsafe
Kotturpuram Zone-4,3.6,Moderate,89%,Yes,1631m,CHN0528,Medium,Moderate
Ambattur Zone-96,4.5,Good,80%,No,1696m,CHN0529,High,Safe
Villivakkam Zone-57,4.9,Moderate,82%,Yes,1339m,CHN0530,Low,Safe
Thousand Lights Zone-65,5.0,Poor,86%,Yes,1695m,CHN0531,High,Safe
George Town Zone-18,3.5,Poor,86%,Yes,1888m,CHN0532,High,Moderate
Saidapet Zone-60,3.7,Moderate,63%,Yes,606m,CHN0533,Medium,Moderate
Thousand Lights Zone-89,3.2,Moderate,96%,No,585m,CHN0534,Low,Moderate
Villivakkam Zone-55,3.4,Moderate,81%,Yes,1152m,CHN0535,Low,Moderate
Anna Nagar Zone-4,4.3,Moderate,78%,No,1927m,CHN0536,Medium,Safe
Mylapore Zone-43,4.3,Moderate,65%,No,1620m,CHN0537,Low,Safe
Manapakkam Zone-37,3.2,Good,92%,Yes,559m,CHN0538,Medium,Moderate
Mylapore Zone-81,2.6,Poor,89%,No,1831m,CHN0539,Medium,Unsafe
Porur Zone-93,3.4,Poor,83%,No,986m,CHN0540,High,Moderate
Saidapet Zone-51,4.9,Poor,91%,Yes,1436m,CHN0541,High,Safe
Thiruvanmiyur Zone-3,3.0,Good,71%,Yes,1569m,CHN0542,Low,Unsafe
Pallikaranai Zone-29,3.1,Good,96%,No,1384m,CHN0543,Low,Unsafe
Perambur Zone-18,4.7,Poor,72%,Yes,1013m,CHN0544,Low,Safe
Anna Nagar Zone-69,3.0,Good,94%,No,635m,CHN0545,Low,Unsafe
Anna Nagar Zone-60,4.4,Good,89%,Yes,552m,CHN0546,Low,Safe
Medavakkam Zone-56,2.8,Moderate,77%,Yes,1728m,CHN0547,Low,Unsafe
Pallikaranai Zone-26,3.5,Moderate,71%,No,518m,CHN0548,High,Moderate
Ashok Nagar Zone-61,2.9,Moderate,83%,No,1547m,CHN0549,High,Unsafe
Vadapalani Zone-9,2.6,Moderate,68%,Yes,1852m,CHN0550,Medium,Unsafe
Anna Nagar Zone-97,4.1,Good,91%,Yes,716m,CHN0551,Medium,Moderate
Manapakkam Zone-59,4.4,Good,67%,No,469m,CHN0552,High,Safe
Parrys Zone-98,3.8,Poor,91%,No,216m,CHN0553,High,Moderate
Perambur Zone-88,3.2,Poor,90%,No,406m,CHN0554,Low,Moderate
Guindy Zone-34,4.2,Poor,73%,No,1306m,CHN0555,Medium,Safe
Egmore Zone-35,2.9,Moderate,92%,Yes,1149m,CHN0556,High,Unsafe
Royapuram Zone-46,3.0,Poor,98%,No,1613m,CHN0557,High,Unsafe
Vandalur Zone-93,3.1,Moderate,74%,No,904m,CHN0558,Medium,Unsafe
Royapuram Zone-1,3.6,Moderate,70%,No,1523m,CHN0559,High,Moderate
Chromepet Zone-60,3.0,Moderate,97%,No,1183m,CHN0560,Medium,Unsafe
Washermanpet Zone-10,2.9,Moderate,88%,No,1269m,CHN0561,Low,Unsafe
Velachery West Zone-53,4.8,Moderate,91%,No,1855m,CHN0562,Low,Safe
Kilpauk Zone-46,3.2,Good,81%,No,1370m,CHN0563,High,Moderate
Medavakkam Zone-19,4.3,Moderate,97%,No,1405m,CHN0564,Medium,Safe
Kotturpuram Zone-2,4.3,Good,89%,No,271m,CHN0565,Low,Safe
Perambur Zone-75,2.5,Good,74%,No,1302m,CHN0566,High,Unsafe
Avadi Zone-52,4.8,Moderate,74%,Yes,1129m,CHN0567,High,Safe
George Town Zone-86,2.8,Poor,66%,Yes,1495m,CHN0568,Medium,Unsafe
Alwarpet Zone-22,4.9,Poor,74%,No,440m,CHN0569,Low,Safe
Adyar Zone-62,4.4,Moderate,71%,Yes,1229m,CHN0570,Low,Safe
Velachery East Zone-51,2.6,Good,86%,No,1736m,CHN0571,Low,Unsafe
Nungambakkam Zone-24,3.4,Poor,68%,No,1254m,CHN0572,Low,Moderate
Kottivakkam Zone-29,4.4,Poor,63%,Yes,381m,CHN0573,High,Safe
Thoraipakkam Zone-6,4.8,Poor,80%,No,816m,CHN0574,High,Safe
Kotturpuram Zone-15,2.9,Poor,85%,Yes,725m,CHN0575,Low,Unsafe
Ashok Nagar Zone-26,4.2,Good,100%,No,237m,CHN0576,Medium,Safe
Porur Zone-84,4.8,Poor,79%,Yes,1486m,CHN0577,High,Safe
Velachery Zone-52,3.0,Moderate,85%,Yes,322m,CHN0578,High,Unsafe
Kodambakkam Zone-62,3.7,Good,82%,Yes,227m,CHN0579,High,Moderate
Teynampet Zone-18,3.7,Poor,96%,Yes,1425m,CHN0580,High,Moderate
Saidapet Zone-65,3.8,Poor,92%,Yes,1912m,CHN0581,High,Moderate
Tambaram Zone-64,4.2,Good,80%,No,1896m,CHN0582,Medium,Safe
Aminjikarai Zone-53,2.8,Moderate,78%,No,890m,CHN0583,Medium,Unsafe
Kottivakkam Zone-52,4.4,Good,72%,No,259m,CHN0584,Medium,Safe
Nungambakkam Zone-29,4.3,Poor,85%,Yes,1897m,CHN0585,Low,Safe
Kilpauk Zone-11,3.6,Good,95%,Yes,1667m,CHN0586,High,Moderate
Guindy Zone-44,3.8,Good,79%,Yes,1934m,CHN0587,Medium,Moderate
Aminjikarai Zone-74,4.8,Good,64%,Yes,1315m,CHN0588,High,Safe
Manapakkam Zone-20,3.9,Moderate,69%,No,610m,CHN0589,Medium,Moderate
Velachery West Zone-33,4.2,Poor,61%,Yes,390m,CHN0590,Low,Safe
Velachery West Zone-90,3.4,Moderate,87%,No,826m,CHN0591,High,Moderate
Tambaram Zone-90,5.0,Poor,73%,No,812m,CHN0592,Low,Safe
Kodambakkam Zone-21,3.1,Good,89%,No,1754m,CHN0593,High,Unsafe
Perambur Zone-97,4.6,Good,89%,No,1006m,CHN0594,High,Safe
Sholinganallur Zone-73,3.7,Poor,88%,No,1979m,CHN0595,High,Moderate
Perambur Zone-83,4.3,Poor,68%,Yes,740m,CHN0596,Low,Safe
Velachery West Zone-83,2.5,Good,65%,No,1940m,CHN0597,Low,Unsafe
Sholinganallur Zone-28,3.8,Good,76%,No,825m,CHN0598,Medium,Moderate
Ayanavaram Zone-81,3.2,Poor,92%,Yes,1270m,CHN0599,High,Moderate
Velachery West Zone-69,3.8,Poor,92%,Yes,676m,CHN0600,Low,Moderate
Ashok Nagar Zone-76,3.5,Moderate,79%,No,1983m,CHN0601,High,Moderate
Velachery Zone-86,4.3,Moderate,66%,No,1011m,CHN0602,Low,Safe
Perambur Zone-73,3.0,Good,82%,No,1117m,CHN0603,Medium,Unsafe
Parrys Zone-88,2.6,Good,71%,Yes,1037m,CHN0604,High,Unsafe
Vandalur Zone-71,2.7,Good,93%,No,1451m,CHN0605,Low,Unsafe
Anna Nagar Zone-11,3.4,Good,60%,No,1035m,CHN0606,Low,Moderate
Pallikaranai Zone-97,3.2,Moderate,99%,No,468m,CHN0607,Low,Moderate
Thoraipakkam Zone-18,4.2,Poor,63%,Yes,1798m,CHN0608,Medium,Safe
Poonamallee Zone-58,3.3,Moderate,74%,Yes,420m,CHN0609,Low,Moderate
Thirumullaivoyal Zone-95,2.8,Good,85%,Yes,1427m,CHN0610,Medium,Unsafe
Royapuram Zone-99,3.4,Moderate,69%,No,1849m,CHN0611,Medium,Moderate
Kodambakkam Zone-29,4.9,Good,86%,No,1035m,CHN0612,Low,Safe
Maduravoyal Zone-75,5.0,Good,97%,Yes,761m,CHN0613,High,Safe
Thiruvottriyur Zone-14,3.7,Good,91%,No,1149m,CHN0614,Medium,Moderate
Thiruvottriyur Zone-81,3.7,Good,75%,Yes,568m,CHN0615,Low,Moderate
T Nagar Zone-76,4.5,Good,90%,No,1006m,CHN0616,High,Safe
Ashok Nagar Zone-81,2.8,Poor,99%,Yes,736m,CHN0617,Low,Unsafe
Tambaram Zone-14,2.8,Poor,73%,Yes,956m,CHN0618,High,Unsafe
Chromepet Zone-8,4.0,Good,71%,No,1513m,CHN0619,Low,Moderate
Thiruvottriyur Zone-52,4.0,Poor,88%,Yes,1486m,CHN0620,Medium,Moderate
Adyar Zone-94,3.7,Moderate,93%,Yes,1988m,CHN0621,Medium,Moderate
Washermanpet Zone-8,3.8,Good,89%,Yes,1210m,CHN0622,Medium,Moderate
Villivakkam Zone-51,2.6,Good,71%,No,1472m,CHN0623,High,Unsafe
Velachery Zone-94,2.8,Poor,97%,Yes,1752m,CHN0624,Low,Unsafe
Thiruvottriyur Zone-69,3.0,Moderate,66%,Yes,1196m,CHN0625,Low,Unsafe
Pallikaranai Zone-51,2.8,Poor,96%,No,1707m,CHN0626,Medium,Unsafe
Ashok Nagar Zone-3,3.0,Good,80%,No,1692m,CHN0627,Low,Unsafe
Aminjikarai Zone-19,3.3,Poor,84%,No,1283m,CHN0628,Medium,Moderate
Pallikaranai Zone-75,4.1,Good,87%,Yes,1123m,CHN0629,Medium,Moderate
Vepery Zone-28,3.0,Good,74%,Yes,1797m,CHN0630,High,Unsafe
Velachery West Zone-97,3.8,Moderate,91%,Yes,590m,CHN0631,Medium,Moderate
Poonamallee Zone-100,2.8,Good,82%,Yes,1191m,CHN0632,High,Unsafe
Mogappair Zone-76,2.9,Good,89%,Yes,420m,CHN0633,Medium,Unsafe
Thiruvanmiyur Zone-85,3.2,Good,77%,No,1840m,CHN0634,High,Moderate
Nungambakkam Zone-97,4.3,Moderate,79%,Yes,1127m,CHN0635,Low,Safe
Velachery East Zone-96,3.6,Good,82%,No,1268m,CHN0636,Low,Moderate
Kodambakkam Zone-21,3.7,Moderate,95%,Yes,1457m,CHN0637,Medium,Moderate
Velachery West Zone-49,4.1,Good,84%,No,1892m,CHN0638,High,Moderate
Royapuram Zone-57,4.1,Poor,64%,No,1933m,CHN0639,High,Moderate
